Aff,Neg,Judges,Votes,Result
Minnesota FR,UNLV RR,"Margaret Strong																																		Lauren Pepper																																		Stephen Pipkin","Neg																												Aff																												Aff","2-1																															AFF"
Georgetown LW,Michigan State AM,"Connor Munsinger																																		Jacob Justice																																		Brett Bricker","Neg																												Neg																												Neg","3-0																															NEG"
Samford EG,Kansas SW,"Jenna Bauer																																		Jackie Poapst																																		Brandon Kelley","Aff																												Aff																												Neg","2-1																															AFF"
Michigan HM,Texas CR,"Tom Gliniecki																																		Will Katz																																		Mikaela Malsin","Aff																												Neg																												Aff","2-1																															AFF"
