Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Emory GK,Michigan RP,John Turner,Aff,"Eugenia G																																																												29																																																																												Grace K																																																												29","Rafael P																																																												29																																																																												Giorgio R																																																												29"
Dartmouth VT,Northwestern FW,Patrick Kennedy,Aff,"Raam T																																																												30																																																																												Tyler V																																																												30","Nina F																																																												30																																																																												Timothy W																																																												29"
Southern California KS,Kansas RM,Jeff Buntin,Aff,"Julian K																																																												29																																																																												Kevin S																																																												29","Nate M																																																												29																																																																												Graham R																																																												29"
Wake Forest KM,,,Aff BYE,Aff BYE,
