Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Georgetown LM,UC Berkeley WB,Pirzada Ahmad,Neg,"Katherine M																																																												29																																																																												Kieran L																																																												29","Katie W																																																												29																																																																												Julian B																																																												29"
Michigan HM,Minnesota AS,Will Baker,Aff,"Ben M																																																												29																																																																												Joshua H																																																												29","Abbie A																																																												28																																																																												Kevin S																																																												29"
Emory RH,George Mason BG,Michael Barlow,Aff,,
Houston FL,UC Berkeley EE,Jack Booth,Neg,"Patrick F																																																												29																																																																												Gabrielle L																																																												29","Michael E																																																												29																																																																												Mark E																																																												30"
Michigan PR,UC Berkeley FQ,Christopher Callahan,Aff,"Rafael P																																																												29																																																																												Giorgio R																																																												29","Nick F																																																												29																																																																												Daniel Q																																																												28"
Wayne State MR,Pittsburgh OM,Ignacio Evans,Neg,"Kiara R																																																												29																																																																												Tatianna M																																																												29","Kwudjwa O																																																												30																																																																												Christian M																																																												29"
Harvard AF,Southern California KS,Henry Ferolie,Neg,"Kenji A																																																												29																																																																												Anna F																																																												29","Julian K																																																												30																																																																												Kevin S																																																												29"
Kansas SM,Michigan State GS,Nathan Fleming,Aff,"William S																																																												29																																																																												Zaki M																																																												29","Lena G																																																												29																																																																												Ezra S																																																												29"
Missouri State RP,Northwestern LS,Miles Gray,Neg,"Peyton R																																																												29																																																																												Jessica P																																																												29","Jack L																																																												29																																																																												Nikola (Nik) S																																																												29"
Michigan State BK,Emporia State KS,Jacob Hegna,Aff,"David K																																																												29																																																																												Rylee B																																																												29","Keryk K																																																												29																																																																												Niko S																																																												29"
Michigan PS,Dartmouth SW,Julia Henry,Aff,"Brandon S																																																												29																																																																												Kelly P																																																												29","Dylan W																																																												29																																																																												Ellie S																																																												29"
George Mason AS,NYU DK,Derek Hilligoss,Neg,"Mary Beth A																																																												29																																																																												Devon S																																																												29","Saianurag K																																																												29																																																																												Sarika D																																																												29"
Emory PR,Michigan MM,Douglas Husic,Neg,"Andrew P																																																												29																																																																												Shreyas R																																																												29","jeremy m																																																												29																																																																												Ethan M																																																												29"
Texas DW,Binghamton PP,Lauren Johnson,Aff,"Zachary W																																																												29																																																																												Het D																																																												29","Harrison P																																																												28																																																																												Rosalisy P																																																												28"
Kansas MS,Western Washington AH,Nicolas Juarez,Aff,"Michael S																																																												29																																																																												Mickey M																																																												29","Cameron A																																																												28																																																																												Lydia H																																																												28"
Dartmouth SL,Michigan RV,Viveth Karthikeyan,Aff,"Arvind S																																																												29																																																																												Zoella L																																																												29","Thomas V																																																												29																																																																												KJ R																																																												29"
UT Dallas BK,Harvard/Dartmouth OV,Sean Kennedy,Aff,"Ragya K																																																												29																																																																												Dustyn B																																																												29","Oge O																																																												29																																																																												Jenny V																																																												29"
