Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Michigan State BK,UT Dallas BK,Harry Aaronson,Aff,"David K																																																												29																																																																												Rylee B																																																												29","Ragya K																																																												29																																																																												Dustyn B																																																												29"
UC Berkeley EE,Georgetown MW,Pirzada Ahmad,Aff,"Michael E																																																												29																																																																												Mark E																																																												29","Zidao W																																																												29																																																																												Bernard M																																																												29"
Wayne State MR,Georgetown LM,Sam Allen,Aff,"Kiara R																																																												29																																																																												Tatianna M																																																												29","Katherine M																																																												28																																																																												Kieran L																																																												28"
Emory GM,Rutgers-Newark OA,Benton Bajorek,Neg,"Henry M																																																												29																																																																												Adrian G																																																												29","David A																																																												30																																																																												Temitope O																																																												29"
Baylor LM,Michigan State GS,Will Baker,Neg,"Ciarra M																																																												29																																																																												Chase L																																																												29","Lena G																																																												29																																																																												Ezra S																																																												29"
Harvard/Dartmouth OV,Emory NP,Brendon Bankey,Aff,"Oge O																																																												28																																																																												Jenny V																																																												28","Manny N																																																												28																																																																												Jacob P																																																												28"
Kansas BF,Emory BW,Michael Barlow,Aff,"Ross F																																																												29																																																																												Azja B																																																												29","Aman B																																																												28																																																																												Kristopher W																																																												29"
Dartmouth GS,Kansas MS,Michelle Borbon,Neg,"Ali S																																																												29																																																																												Madeline G																																																												29","Michael S																																																												29																																																																												Mickey M																																																												29"
NYU HP,Purdue SP,Darcell Brown,Aff,"Faizan H																																																												28																																																																												Maggie P																																																												28","Jonathan S																																																												28																																																																												Lakshetha P																																																												28"
Dartmouth SW,NYU DK,Henry Ferolie,Aff,"Dylan W																																																												29																																																																												Ellie S																																																												29","Saianurag K																																																												29																																																																												Sarika D																																																												28"
Michigan HS,Wyoming MR,Nathan Fleming,Aff,"Harrison H																																																												29																																																																												Kelly S																																																												29","Kiana R																																																												29																																																																												Joshua M																																																												29"
Wake Forest FH,Dartmouth TV,Izak Gallini-Matyas,Neg,"Tessa H																																																												30																																																																												Roberto F																																																												29","Raam T																																																												30																																																																												Tyler V																																																												30"
Michigan HM,Gonzaga HM,Richard Garner,Aff,"Ben M																																																												29																																																																												Joshua H																																																												29","Molly M																																																												29																																																																												Avalyn H																																																												29"
Dartmouth SL,Wake Forest KM,Miles Gray,Neg,"Arvind S																																																												29																																																																												Zoella L																																																												29","Ruby K																																																												30																																																																												Alex M																																																												29"
Minnesota JP,NYU ST,Justin Green,Neg,"Hamza J																																																												29																																																																												Owen P																																																												29","Alex S																																																												29																																																																												Eugene T																																																												29"
