Aff,Neg,Judges,Votes,Result
NYU HP,James Madison HS,"Joe Leeson-Schatz																																		Deven Cooper																																		Allegro Wang","Neg																												Neg																												Neg","3-0																															NEG"
Georgetown LN,Minnesota/Columbia JD,"Andrew Wirth																																		Pablo Gannon																																		Jackie Poapst","Aff																												Aff																												Neg","2-1																															AFF"
