Aff,Neg,Judges,Votes,Result
Wake Forest PA,Pittsburgh LR,"Matt Harkins																																		Michelle Thomas																																		Jason Regnier","Aff																												Neg																												Neg","2-1																															NEG"
Liberty WW,Pittsburgh AS,"Jackie Poapst																																		Nate Nys																																		Shannon Howley","Neg																												Neg																												Neg","3-0																															NEG"
George Mason LM,Minnesota PR,"Jenna Bauer																																		Joe Skoog																																		Danielle O'Gorman","Neg																												Neg																												Neg","3-0																															NEG"
Gonzaga HM,Wake Forest KT,"Calum Matheson																																		Andrew Allsup																																		Alexandra Green","Aff																												Aff																												Aff","3-0																															AFF"
