Aff,Neg,Judges,Votes,Result
Georgetown Gavsie & Lawless,UC Berkeley Fleming & Quigley,"Zahir Shaikh																																		Viveth Karthikeyan																																		Gabriel Jankovsky","Aff																												Aff																												Aff","3-0																															AFF"
Wayne State Mckenzie & Roumayah,Georgetown Medeiros & Wang,"Rayvon Dean																																		Devane Murphy																																		Tommye Weddington","Neg																												Aff																												Neg","2-1																															NEG"
