Aff,Neg,Judges,Votes,Result
Liberty WW,Missouri State HR,"Brandon Kelley																																		Thomas Pacheco																																		Dustin Meyers-Levy","Neg																												Neg																												Aff","2-1																															NEG"
Gonzaga HM,Georgia AW,"Judd Kimball																																		Terrell Taylor																																		Kurt Fifelski","Neg																												Neg																												Neg","3-0																															NEG"
Michigan HS,Georgetown AG,"Paige Spraker																																		Kaylee Kohlmaier																																		Pablo Gannon","Neg																												Neg																												Aff","2-1																															NEG"
Michigan HM,Navy LR,"Nick Lepp																																		Cecilia Cerja																																		Gabriel Morbeck","Neg																												Aff																												Aff","2-1																															AFF"
