Aff,Neg,Judges,Votes,Result
Minnesota Frese & Moriarty,Kansas Mansoor & Soper,"Ron Stevenson																																		Michelle Thomas																																		Genevieve Hackman","Aff																												Neg																												Neg","2-1																															NEG"
Pittsburgh Lim & Reznik,Minnesota Ferguson & Jamal,"Lauren Pepper																																		Ben Rosenthal																																		Phil Samuels","Aff																												Aff																												Aff","3-0																															AFF"
Georgia Mruz & Wakefield,Kansas Peter & Semrick,"Brian Rubaie																																		Jackie Poapst																																		Heather Walters","Neg																												Neg																												Neg","3-0																															NEG"
Iowa Bennett & Roetlin,George Mason Daou & Hoang,"Derek Hilligoss																																		Sean Kennedy																																		Margaret Strong","Aff																												Aff																												Aff","3-0																															AFF"
