Aff,Neg,Judges,Votes,Result
Indiana Holland & Oluwayomi,Wayne State Bagdon & Reynolds,"Margaret Strong																																		Eric Lanning																																		Christopher Jackson","Neg																												Neg																												Neg","3-0																															NEG"
Indiana Jasani & Gupta,Wayne State Mckenzie & Roumayah,"Allegro Wang																																		Brian Rubaie																																		Henry Ferolie","Neg																												Neg																												Neg","3-0																															NEG"
