Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Michigan PR,UC Berkeley EE,Gabriel Morbeck,Aff,"Rafael P																																																												29																																																																												Giorgio R																																																												29","Michael E																																																												29																																																																												Mark E																																																												29"
Texas HA,Kansas WS,Chris Loghry,Neg,"Nikhil A																																																												29																																																																												Samantha H																																																												29","William S																																																												29																																																																												Marcus W																																																												29"
UT Dallas WB,Missouri State CP,Joe Skoog,Neg,"Alex B																																																												29																																																																												Solomon W																																																												29","Eli P																																																												29																																																																												Samuel C																																																												29"
Kentucky BL,Wake Forest FH,Marquis Ard,Neg,"Christopher L																																																												29																																																																												Lex B																																																												29","Tessa H																																																												30																																																																												Roberto F																																																												30"
Dartmouth KH,George Mason BG,Corey Fisher,Neg,"Eric H																																																												28																																																																												Rem K																																																												29","Ky B																																																												29																																																																												Noah G																																																												29"
Emporia State KS,Dartmouth WK,Andrew Allsup,Aff,"Keryk K																																																												29																																																																												Niko S																																																												29","Hannah K																																																												29																																																																												Dylan W																																																												29"
Harvard/Amherst College Policy BW,Cal State Fullerton BW,John Dellamore,Neg,"Suchetas B																																																												28																																																																												Spencer W																																																												29","Jared B																																																												29																																																																												Vontrez W																																																												29"
Wichita State BM,Emory NP,Parker Hopkins,Aff,"Kayla B																																																												28																																																																												Connor M																																																												28","Manny N																																																												28																																																																												Jacob P																																																												28"
Texas LR,UNLV BS,Gabriel Jankovsky,Aff,"Jacob L																																																												28																																																																												Justin R																																																												29","Brett B																																																												28																																																																												Julia S																																																												28"
Indiana HO,Michigan HM,Will Baker,Neg,"Janet O																																																												28																																																																												Payton H																																																												28","Ben M																																																												29																																																																												Joshua H																																																												29"
Georgia WK,Missouri State AS,Lawrence Zhou,Aff,"Eshaan K																																																												28																																																																												Daniel W																																																												29","Colton S																																																												28																																																																												Derek A																																																												28"
Emory DH,Michigan MM,Connor Munsinger,Neg,"Catherine H																																																												29																																																																												Jessie D																																																												29","jeremy m																																																												29																																																																												Ethan M																																																												29"
Kentucky EG,Gonzaga MH,Jake Lee,Aff,"Chris E																																																												29																																																																												David G																																																												29","Molly M																																																												29																																																																												Avalyn H																																																												29"
Michigan State BK,Kansas PS,Johnnie Stupek,Aff,"David K																																																												29																																																																												Rylee B																																																												29","Jet S																																																												29																																																																												Raina P																																																												29"
Harvard OY,Dartmouth WL,Kevin Hirn,Aff,"Lynn Y																																																												29																																																																												Oge O																																																												29","Victor W																																																												29																																																																												Zoella L																																																												29"
Minnesota FM,Wichita State LP,Viveth Karthikeyan,Aff,"Peter M																																																												29																																																																												Jordan F																																																												29","Dom L																																																												28																																																																												Bobby P																																																												28"
Emory EZ,UT Dallas KB,Brendon Bankey,Neg,"Lynnea Z																																																												29																																																																												Jackson E																																																												29","Ragya K																																																												29																																																																												Dustyn B																																																												29"
Georgetown CL,Michigan HS,Tom Gliniecki,Neg,"Kieran L																																																												29																																																																												Becky C																																																												28","Harrison H																																																												29																																																																												Kelly S																																																												29"
UC Berkeley BW,Northwestern FL,James Herndon,Neg,"Katie W																																																												29																																																																												Julian B																																																												29","Stephen L																																																												29																																																																												Nina F																																																												29"
Cornell LS,Kansas ME,Jessica Spiehler,Neg,"Amber S																																																												28																																																																												Richard L																																																												28","Gabriel E																																																												28																																																																												Jon M																																																												28"
Emory GK,Georgetown MW,Hannah Call,Aff,"Eugenia G																																																												29																																																																												Grace K																																																												29","Zidao W																																																												29																																																																												Bernard M																																																												29"
Michigan PS,UT Dallas ML,Harry Aaronson,Aff,"Brandon S																																																												29																																																																												Kelly P																																																												29","Storm L																																																												29																																																																												Hasan M																																																												29"
Georgetown CG,Missouri State HR,Young Kwon,Neg,"Eric C																																																												28																																																																												Josh G																																																												28","Peyton R																																																												28																																																																												Mika H																																																												28"
Emory MS,Binghamton SC,Austin Oliver,Aff,"Kareem S																																																												29																																																																												Shivan M																																																												29","Stefan S																																																												29																																																																												Denise C																																																												28"
Wyoming RT,Kansas LM,Elijah Smith,Neg,"Riley T																																																												28																																																																												Kiana R																																																												28","Miles L																																																												29																																																																												Zaki M																																																												28"
Northwestern LW,Missouri State GE,Lincoln Garrett,Aff,"Timothy W																																																												29																																																																												Jack L																																																												29","Clayton E																																																												29																																																																												Oliver G																																																												29"
Georgetown EN,Emory GM,Duncan McCallum,Neg,"Ernest N																																																												29																																																																												David E																																																												29","Henry M																																																												29																																																																												Adrian G																																																												29"
Rutgers-Newark HA,George Mason DM,James Allan,Aff,"David A																																																												30																																																																												ryan h																																																												29","Ian M																																																												29																																																																												Jack D																																																												29"
Dartmouth GS,Wake Forest KM,Ian Dill,Neg,"Ali S																																																												29																																																																												Madeline G																																																												29","Ruby K																																																												29																																																																												Alex M																																																												29"
Kansas BF,Emory BR,Christopher Jackson,Aff,"Ross F																																																												29																																																																												Azja B																																																												29","Ramis B																																																												29																																																																												Elijah R																																																												29"
Dartmouth PS,Pittsburgh LR,Sean Kennedy,Aff,"Rujuta P																																																												29																																																																												Ellie S																																																												28","Alex R																																																												29																																																																												Zachary L																																																												28"
George Mason AL,Rutgers-Newark SO,Derek Hilligoss,Aff,"Mary Beth A																																																												29																																																																												Nicholas L																																																												29","Temitope O																																																												29																																																																												Christal S																																																												29"
Pittsburgh PS,Michigan State AM,Ned Gidley,Neg,"Parth S																																																												28																																																																												Lucas P																																																												28","Duvall A																																																												29																																																																												Piper M																																																												29"
Wayne State RM,Central Oklahoma RW,Caitlyn Wicks,Aff,"Kiara R																																																												28																																																																												Tatianna M																																																												28","Kyle W																																																												28																																																																												Joshua R																																																												28"
Kentucky DW,Kansas State FT,Jacob Thompson,Aff,"Dashiell W																																																												28																																																																												Sophia D																																																												29","Ben T																																																												28																																																																												Garrison F																																																												27"
Liberty WW,Harvard BY,Andrew Hart,Neg,"Ryan W																																																												28																																																																												Justice W																																																												28","Sydney Y																																																												29																																																																												Talia B																																																												28"
Kansas State CT,Wayne State GR,Moriah Wierschem,Neg,"Danniel C																																																												29																																																																												Trevor T																																																												29","Irshad R																																																												29																																																																												Anton G																																																												29"
Navy RL,Michigan DN,Jacob Hegna,Neg,"Will L																																																												28																																																																												Kathleen R																																																												29","Alex N																																																												29																																																																												Bennett D																																																												29"
Georgetown BM,Texas CM,Reece Aguilar,Neg,"David B																																																												29																																																																												Katherine M																																																												29","Mason M																																																												29																																																																												Will C																																																												29"
Georgia WA,Southern California KS,Michelle Thomas,Aff,"Josh W																																																												29																																																																												Zach A																																																												29","Julian K																																																												29																																																																												Kevin S																																																												29"
Trinity GN,UC Berkeley BS,Casey Harrigan,Aff,"Sam G																																																												29																																																																												Kenneth N																																																												29","Ollie B																																																												28																																																																												Mary S																																																												28"
