Aff,Neg,Judges,Votes,Result
Minnesota FR,Michigan HM,"Will Katz																																		Brett Bricker																																		Mikaela Malsin","Aff																												Neg																												Neg","2-1																															NEG"
Michigan State AM,Samford EG,"Talya Slaw																																		Tim Freehan																																		Brandon Kelley","Aff																												Neg																												Aff","2-1																															AFF"
