Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Kansas SP,Liberty BS,Abby Schirmer,Aff,"Jet S																																																												29																																																																												Raina P																																																												29","Colin B																																																												28																																																																												Savannah Rose S																																																												29"
Liberty CoRo,Emory PR,Victoria Yonter,Neg,"Morgan C																																																												29																																																																												Natalie R																																																												29","Andrew P																																																												29																																																																												Shreyas R																																																												29"
Rutgers-Newark BK,Pittsburgh OM,Tiffany Dillard-Knox,Neg,"Zohaib K																																																												29																																																																												Saied B																																																												29","Kwudjwa O																																																												30																																																																												Christian M																																																												29"
UC Berkeley LS,Michigan MM,James Mollison,Neg,"Anthony L																																																												29																																																																												Mary S																																																												29","jeremy m																																																												29																																																																												Ethan M																																																												29"
Wake Forest BD,Harvard OY,V Keenan,Neg,"Ana B																																																												28																																																																												Ari D																																																												29","Lynn Y																																																												28																																																																												Oge O																																																												29"
Texas DW,Louisville BD,Ryan Wash,Aff,"Zachary W																																																												29																																																																												Het D																																																												29","Jahne B																																																												29																																																																												Acia D																																																												29"
Johnson County Community BB,Northwestern LW,Young Kwon,Neg,"Thomas B																																																												29																																																																												Travis B																																																												29","Timothy W																																																												29																																																																												Jack L																																																												29"
UC Berkeley FQ,Trinity GN,Gabriel Morbeck,Neg,"Nick F																																																												29																																																																												Daniel Q																																																												28","Sam G																																																												29																																																																												Kenneth N																																																												29"
Cal State Fullerton BW,Southern California FY,Brandon Boyce,Aff,"Jared B																																																												29																																																																												Vontrez W																																																												29","Taha F																																																												28																																																																												Srinidhi Y																																																												28"
Michigan State GS,Indiana SG,Rebecca Steiner,Aff,"Lena G																																																												29																																																																												Ezra S																																																												29","Mehul G																																																												29																																																																												Nadia S																																																												29"
UC Berkeley BW,Liberty GJ,Anthony Trufanov,Aff,"Katie W																																																												29																																																																												Julian B																																																												29","Daniel G																																																												28																																																																												Sidney J																																																												28"
Kentucky KM,Michigan PS,Nate Graziano,Neg,"Saturn K																																																												29																																																																												Lauren M																																																												29","Brandon S																																																												29																																																																												Kelly P																																																												29"
Harvard AF,Liberty SW,Carlos Astacio,Aff,"Kenji A																																																												29																																																																												Anna F																																																												28","Addison W																																																												28																																																																												Rachel S																																																												28"
