Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Missouri State AS,Navy LR,Mikaela Malsin,Aff,"Colton S																																																												29																																																																												Derek A																																																												30","Will L																																																												29																																																																												Kathleen R																																																												29"
Cornell SL,Missouri State PW,Matt Harkins,Aff,"Amber S																																																												28																																																																												Brandon L																																																												29","Eli P																																																												28																																																																												Matt W																																																												28"
George Mason LM,Michigan HS,Brett Bricker,Aff,"Ian M																																																												29																																																																												Nicholas L																																																												29","Harrison H																																																												29																																																																												Kelly S																																																												29"
Missouri State HR,Georgia AW,Ameena Ruffin,Aff,"Peyton R																																																												28																																																																												Mika H																																																												29","Josh W																																																												28																																																																												Zach A																																																												28"
,Emory DM,,Neg BYE,Neg BYE,
Georgetown LN,Liberty WW,Gabriel Morbeck,Neg,"Kieran L																																																												29																																																																												Ernest N																																																												29","Ryan W																																																												29																																																																												Justice W																																																												29"
Liberty SW,Emory BR,Al Hiland,Neg,"Addison W																																																												28																																																																												Rachel S																																																												28","Ramis B																																																												28																																																																												Elijah R																																																												28"
George Mason DS,Georgetown AG,Thomas Pacheco,Neg,"Jack D																																																												29																																																																												Reagan S																																																												29","Ethan G																																																												29																																																																												Kelly A																																																												29"
Liberty CR,George Mason AS,Armands Revelins,Neg,"Morgan C																																																												29																																																																												Natalie R																																																												28","Mary Beth A																																																												29																																																																												Devon S																																																												29"
Emory DH,Michigan HM,Jackie Poapst,Neg,"Catherine H																																																												29																																																																												Jessie D																																																												29","Ben M																																																												29																																																																												Joshua H																																																												29"
James Madison HS,Gonzaga HM,Eric Morris,Neg,"Ashley H																																																												28																																																																												Aubree S																																																												28","Molly M																																																												28																																																																												Avalyn H																																																												29"
Cornell WC,Emory BW,Tom O'Gorman,Neg,"David C																																																												29																																																																												Henry W																																																												28","Aman B																																																												28																																																																												Kristopher W																																																												29"
Minnesota/Mary Washington PR,Missouri State LP,Young Kwon,Aff,"Nickolas R																																																												29																																																																												Owen P																																																												29","Brenden L																																																												28																																																																												Jessica P																																																												28"
