Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Liberty CR,Indiana SG,Caitlin Walrath,Neg,"Kat C																																																												29																																																																												Jordan R																																																												29","Mehul G																																																												29																																																																												Nadia S																																																												29"
UC Berkeley FQ,Michigan State GS,Eric Forslund,Neg,"Nick F																																																												29																																																																												Daniel Q																																																												29","Lena G																																																												29																																																																												Ezra S																																																												29"
Rutgers-Newark AH,Liberty GJ,James Mollison,Aff,"David A																																																												29																																																																												ryan h																																																												29","Daniel G																																																												28																																																																												Sidney J																																																												29"
Harvard AH,Kansas OP,Young Kwon,Aff,"Julian H																																																												29																																																																												Samar A																																																												29","Lily O																																																												29																																																																												Jimin P																																																												29"
Kentucky EI,Michigan RV,Jacob Hegna,Aff,"Alan I																																																												29																																																																												Chris E																																																												29","Thomas V																																																												29																																																																												KJ R																																																												29"
Kansas EM,Emory MS,Jesse Keleman,Neg,"Gabriel E																																																												29																																																																												Jon M																																																												29","Kareem S																																																												29																																																																												Shivan M																																																												29"
Michigan PR,Wake Forest FH,Michelle Thomas,Aff,"Rafael P																																																												29																																																																												Giorgio R																																																												30","Tessa H																																																												29																																																																												Roberto F																																																												29"
Liberty WW,Georgetown MW,Judd Kimball,Neg,"Ryan W																																																												29																																																																												Justice W																																																												29","Zidao W																																																												29																																																																												Bernard M																																																												29"
Harvard/Amherst BW,UNLV RR,Bill Smelko,Neg,"Suchetas B																																																												29																																																																												Spencer W																																																												29","Allie R																																																												30																																																																												Max R																																																												30"
George Mason AS,Rutgers-Newark BK,Sherry Hall,Aff,"Mary Beth A																																																												29																																																																												Devon S																																																												29","Zohaib K																																																												28																																																																												Saied B																																																												28"
Cal State Fullerton BW,Pittsburgh OM,Jazmine Pickens,Neg,"Jared B																																																												29																																																																												Vontrez W																																																												29","Kwudjwa O																																																												29																																																																												Christian M																																																												29"
George Mason LM,UC Berkeley LS,Brandon Kelley,Aff,"Ian M																																																												29																																																																												Nicholas L																																																												29","Anthony L																																																												29																																																																												Mary S																																																												29"
Harvard OY,Kentucky DG,Dillon Johnson,Aff,"Lynn Y																																																												29																																																																												Oge O																																																												29","David G																																																												29																																																																												Jordan D																																																												29"
Dartmouth LW,Minnesota FM,Ezra Louvis,Aff,"Victor W																																																												29																																																																												Zoella L																																																												29","Peter M																																																												29																																																																												Jordan F																																																												29"
Kentucky BL,Louisville BD,Daniel Stanfield,Neg,"Christopher L																																																												28																																																																												Lex B																																																												28","Jahne B																																																												29																																																																												Acia D																																																												29"
Harvard AF,Texas DW,Kenny Delph,Aff,"Kenji A																																																												29																																																																												Anna F																																																												29","Zachary W																																																												29																																																																												Het D																																																												29"
George Mason BG,Louisville BY,Taylor Brough,Neg,"Ky B																																																												29																																																																												Noah G																																																												29","Deontrey Y																																																												29																																																																												Raveen B																																																												29"
Purdue JS,Minnesota GP,Scott Phillips,Aff,"Imaan S																																																												29																																																																												Daniel J																																																												29","Matthew G																																																												29																																																																												Owen P																																																												28"
Johnson County Community BB,UC Berkeley BW,Abby Schirmer,Neg,"Thomas B																																																												29																																																																												Travis B																																																												29","Katie W																																																												30																																																																												Julian B																																																												29"
Emory PR,Kansas BF,Habiba Ahmed,Aff,"Andrew P																																																												30																																																																												Shreyas R																																																												29","Ross F																																																												29																																																																												Azja B																																																												29"
