Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Northwestern FW,Southern California KS,John Turner,Aff,"Nina F																																																												29																																																																												Timothy W																																																												28","Julian K																																																												29																																																																												Kevin S																																																												29"
Kansas RM,Emory GK,Patrick Kennedy,Aff,"Nate M																																																												30																																																																												Graham R																																																												29","Eugenia G																																																												29																																																																												Grace K																																																												29"
Wake Forest KM,Dartmouth VT,Brett Bricker,Neg,"Ruby K																																																												29																																																																												Alex M																																																												29","Raam T																																																												29																																																																												Tyler V																																																												29"
Michigan RP,,,Aff BYE,Aff BYE,
