Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Wake Forest KM,Southern California KS,Aaron Kall,Aff,"Ruby K																																																												29																																																																												Alex M																																																												29","Julian K																																																												29																																																																												Kevin S																																																												29"
Emory GK,Northwestern FW,Brett Bricker,Aff,"Eugenia G																																																												29																																																																												Grace K																																																												29","Nina F																																																												29																																																																												Timothy W																																																												29"
Michigan RP,Kansas RM,Edward Lee,Neg,"Rafael P																																																												29																																																																												Giorgio R																																																												29","Nate M																																																												29																																																																												Graham R																																																												29"
Dartmouth VT,,,Aff BYE,Aff BYE,
