Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Pittsburgh AS,Liberty WW,Jackie Poapst,Aff,"Parth S																																																												29																																																																												Maxine A																																																												29","Ryan W																																																												29																																																																												Justice W																																																												29"
Minnesota PR,Missouri State LG,Calum Matheson,Aff,"Bryce R																																																												29																																																																												Owen P																																																												29","Brenden L																																																												29																																																																												Oliver G																																																												29"
Navy LR,Liberty CoRo,Ian Lowery,Neg,"Will L																																																												29																																																																												Kathleen R																																																												29","Morgan C																																																												29																																																																												Natalie R																																																												29"
Wake Forest RS,George Mason LM,Jason Regnier,Neg,"Trey R																																																												29																																																																												Catherine S																																																												29","Ian M																																																												29																																																																												Nicholas L																																																												29"
Missouri State WW,Minnesota AS,Heather Hall,Aff,"Michael W																																																												28																																																																												Matt W																																																												28","Abbie A																																																												28																																																																												Kevin S																																																												28"
Dartmouth WE,Wake Forest KT,Vida Chiri,Neg,"Solenne W																																																												29																																																																												Queen E																																																												29","Asya T																																																												29																																																																												Nate K																																																												29"
Pittsburgh LR,Wake Forest PA,Andrew Hart,Neg,"Alex R																																																												28																																																																												Zachary L																																																												28","Brianna A																																																												29																																																																												Dimarvin P																																																												29"
Gonzaga HM,Liberty CR,Michelle Thomas,Aff,"Molly M																																																												29																																																																												Avalyn H																																																												29","Kat C																																																												28																																																																												Jordan R																																																												29"
Wyoming/Columbia PD,James Madison HS,Simon Sheaff,Aff,"Ec P																																																												28																																																																												Amadea D																																																												28","Ashley H																																																												28																																																																												Aubree S																																																												28"
Missouri State HP,Wyoming KT,Shannon Howley,Aff,"Mika H																																																												29																																																																												Jessica P																																																												29","Riley T																																																												29																																																																												Mack K																																																												28"
George Mason SD,Liberty SW,Matt Harkins,Neg,"Jack D																																																												29																																																																												Devon S																																																												29","Addison W																																																												29																																																																												Rachel S																																																												29"
