Aff,Neg,Judges,Votes,Result
Dartmouth TV,Kansas BF,"Corey Fisher																																		Devane Murphy																																		Kevin Hirn","Aff																												Neg																												Aff","2-1																															AFF"
Wake Forest CT,Michigan PR,"Douglas Husic																																		Julia Henry																																		Nate Graziano","Neg																												Neg																												Aff","2-1																															NEG"
Kansas MR,Michigan MM,"Jeff Buntin																																		Nathan Fleming																																		Christopher Callahan","Neg																												Neg																												Neg","3-0																															NEG"
Cal State Fullerton BW,Northwestern FW,"John Turner																																		Alaina Walberg																																		Geoff Lundeen","Neg																												Aff																												Neg","2-1																															NEG"
