Aff,Neg,Judges,Votes,Result
Glenbrook South MJ,Bellarmine  HM,"Rosie Valdez																																		Kevin Hamrick																																		Shunta Jordan																																		Sheryl Kaczmarek																																		Dan Lingel																																		Bill Batterman																																		Maggie Berthiaume																																		Jane Boyd																																		Alan Coverstone																																		Tracy McFarland																																		Christina Phillips																																		Nicole Wanzer-Serrano																																		Sara Sanchez																																		Chris Palmer																																		dana randall","Neg																												Neg																												Neg																												Neg																												Neg																												Aff																												Aff																												Neg																												Neg																												Neg																												Neg																												Aff																												Aff																												Neg																												Neg","11-4																															NEG"
