Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Lansing SA,St Mark's Schoo JP,Tim Freehan,Aff,"Madelyn A																																																												29																																																																												Maddie S																																																												29","Andrew J																																																												28																																																																												Samuel P																																																												29"
Glenbrook North CK,Westminster BW,Bruce Najor,Aff,"Amy C																																																												29																																																																												Alivia K																																																												29","Finn W																																																												29																																																																												Charlotte B																																																												30"
New Trier GS,Damien DT,Jared Zuckerman,Neg,"Rockwell S																																																												28																																																																												Samantha G																																																												28","Brendan T																																																												29																																																																												Nolan D																																																												29"
Niles West BB,Westminster KY,Christopher Lucas,Neg,"Dulguun B																																																												29																																																																												Ephraim B																																																												29","Thej K																																																												29																																																																												Brandon Y																																																												29"
Alpharetta SN,New Trier HM,Tim Ellis,Neg,"Hargunn S																																																												29																																																																												Advait N																																																												29","Colin M																																																												30																																																																												Margaret H																																																												30"
St Mark's Schoo GT,Maine East VB,Kelly Skoulikaris,Neg,"Ned T																																																												29																																																																												Aayush G																																																												28","Viraj B																																																												29																																																																												Adam V																																																												29"
Blue Valley Nor MB,Washburn Rural DJ,Jonah Jacobs,Aff,"Mayan B																																																												29																																																																												Alex M																																																												29","Sonya D																																																												28																																																																												Donna J																																																												28"
Glenbrook North KM,Glenbrook South WD,Carly Wunderlich,Aff,"Peter K																																																												29																																																																												Carmine M																																																												29","Christopher D																																																												28																																																																												Ned W																																																												29"
Lawrence Free S BH,Solorio RR,Hunter McCullough,Aff,"Ethan H																																																												28																																																																												Aiden B																																																												28","Kevin R																																																												28																																																																												Giovanni R																																																												28"
Glenbrook North WY,Derby CJ,Cody Morrow,Aff,"Fiona Y																																																												29																																																																												Paul W																																																												29","Chloe J																																																												28																																																																												Caleb C																																																												28"
Lawrence Free S RM,Northside Colle RS,Ansh Khullar,Aff,"John M																																																												30																																																																												Serena R																																																												29","Matthew S																																																												29																																																																												Samir R																																																												29"
Evanston Twp BE,Damien LB,Azja Butler,Neg,"Adela B																																																												29																																																																												Gabi E																																																												28","Jackson B																																																												29																																																																												Stephen L																																																												29"
St Mark's Schoo GM,Blue Valley Nor PR,Will Katz,Neg,"Ashrit M																																																												29																																																																												Anish G																																																												28","Lizzie P																																																												29																																																																												Lily R																																																												29"
Westminster JY,Oak Park and Ri SR,Conor Cameron,Neg,"Aaron Y																																																												29																																																																												George J																																																												29","Sam S																																																												29																																																																												Maddie R																																																												29"
Northside Colle DS,Glenbrook North BC,Ashton Smith,Neg,"Kyujin D																																																												29																																																																												Mia S																																																												29","Jack B																																																												29																																																																												Derrik C																																																												29"
St Mark's Schoo TS,Northside Colle KW,KJ Reese,Neg,"Liam S																																																												28																																																																												Ahsan T																																																												28","Benjamin K																																																												29																																																																												Annie W																																																												29"
Maine East PP,Glenbrook South WK,Margaret Strong,Aff,"Bella P																																																												29																																																																												Nicole P																																																												30","Siddarth K																																																												29																																																																												Harlan W																																																												29"
Minneapolis Sou NR,St Mark's Schoo BY,Wayne Tang,Neg,"Annabelle N																																																												29																																																																												Molly R																																																												29","David Y																																																												29																																																																												Zayn B																																																												29"
Westminster AG,Niles North WK,Alyssa Corrigan,Neg,"Nandana A																																																												27																																																																												Arthur G																																																												27","Julia K																																																												27																																																																												Sophia W																																																												27"
Glenbrook South KK,New Trier JW,David Griffith,Neg,"Humza K																																																												29																																																																												Connor K																																																												29","Margaret J																																																												29																																																																												Brendan W																																																												29"
Niles North BG,New Trier RW,Christopher Fry,Neg,"Ariel G																																																												28																																																																												Hana B																																																												29","Daniel R																																																												29																																																																												Nicholas W																																																												29"
