Aff,Neg,Judges,Votes,Result
Archbishop Mitty AP,Glenbrook North BM,"Jackson Hoffmann																																		Ashton Smith																																		Maddie Pieropan","Aff																												Aff																												Aff","3-0																															AFF"
Bellarmine  HM,Edina AA,"Kevin McCaffrey																																		Magi Ortiz																																		Emily Bosch","Aff																												Aff																												Neg","2-1																															AFF"
