Aff,Neg,Judges,Votes,Result
North Broward Prep DR,Glenbrook South KK,"Magi Ortiz																																		Misty Tippets																																		Elyse Conklin","Aff																												Aff																												Aff","3-0																															AFF"
Berkeley Prep KZ,Glenbrook South JM,"Maddie Pieropan																																		Kevin Hirn																																		Allegro Wang","Aff																												Aff																												Aff","3-0																															AFF"
CK McClatchy TG,SF Roosevelt LT,"Brianna Aaron																																		DJ Williams																																		Jack Lassiter","Neg																												Aff																												Aff","2-1																															AFF"
Minneapolis South CC,New Trier HM,"KJ Reese																																		Giorgio Rabbini																																		Margaret Strong","Aff																												Aff																												Neg","2-1																															AFF"
