Aff,Neg,Judges,Votes,Result
West HS SLC GR,Caddo Magnet KL,"Jeff Buntin																																		Bennett Dombcik																																		Brandon Stras","Neg																												Neg																												Neg","3-0																															NEG"
Westminster SB,New Trier HM,"Michael Scott																																		Kevin Hirn																																		KJ Reese","Aff																												Aff																												Aff","3-0																															AFF"
