Aff,Neg,Judges,Votes,Result
New Trier RW,Niles West BB,"Cat Jacob																																		Mike Bausch																																		Jordan Di","Aff																												Aff																												Aff","3-0																															AFF"
Notre Dame DN,Head Royce RK,"Donny Peters																																		Maddie Pieropan																																		Nate Graziano","Neg																												Neg																												Aff","2-1																															NEG"
Interlake CP,CK McClatchy PS,"Valerie McIntosh																																		Aaron Kall																																		Kevin Sun","Aff																												Aff																												Aff","3-0																															AFF"
Gunn OS,Alpharetta NS,"Tim Freehan																																		Nina Fridman																																		John Shackelford","Neg																												Aff																												Aff","2-1																															AFF"
Notre Dame KS,Chaminade BK,"Zachary Lim																																		Cade Cottrell																																		Dan Stanfield","Aff																												Aff																												Neg","2-1																															AFF"
Nevada Union GW,McQueen LR,"Caitlin Walrath																																		Catherine Haus																																		Larry Dang","Aff																												Neg																												Aff","2-1																															AFF"
Lane Tech  NP,Ferris KO,"Mark A. Hernandez Sr.																																		Tommye Weddington																																		Joshua Michael","Aff																												Aff																												Aff","3-0																															AFF"
CK McClatchy BG,Interlake GQ,"Anthony Winchell																																		Mac Cronin																																		Madeline Reese","Neg																												Aff																												Neg","2-1																															NEG"
